aadb,1=嗷嗷待哺
hhvu,1=悔恨终生
hhvv,1=慌慌张张
hhwc,1=何患无辞
hhwd,1=挥霍无度
hhwq,1=后患无穷
hhxx,1=好好学习
hhyc,1=后悔药
hhym,1=赫赫有名
hhyn,1=祸害遗千年
hhyq,1=后会有期
hhys,1=混合泳
hhyu,1=昏昏欲睡
hhyx,1=挥挥衣袖
hhzi,1=好孩子
hhzx,1=怀恨在心
hibu,1=何尝不是
hicy,1=何出此言
hidq,1=回肠荡气
hids,1=混吃等死
hihh,1=好吃好喝
hiif,1=昏沉沉
hill,1=酣畅淋漓
hilz,1=好吃懒做
himu,1=回春妙手
hiql,1=豁出去了
hiqu,1=豁出去
hirj,1=汗出如浆
hiuj,1=很长时间
hivj,1=火车站
hivv,1=横冲直撞
hiwt,1=很成问题
hiyd,1=还差一点
hiyj,1=很长一段时间
hizx,1=回嗔作喜
hjbf,1=厚积薄发
hjbi,1=好景不长
hjbj,1=好久不见
hjfl,1=后继乏力
hjfr,1=后继乏人
hjgu,1=横加干涉
hjgv,1=活见鬼
hjhj,1=很久很久
hjhq,1=很久很久以前
hjhw,1=狐假虎威
hjid,1=化茧成蝶
hjjy,1=讳疾忌医
hjle,1=好极了
hjlp,1=虎踞龙盘
hjlx,1=花街柳巷
hjmi,1=胡搅蛮缠
hjrt,1=挥金如土
hjtm,1=好几天
hjty,1=海角天涯
hjvn,1=花甲之年
hjvz,1=横加指责
hjwl,1=后继无力
hjwr,1=后继无人
hjyl,1=荒郊野岭
hjyq,1=很久以前
hjyt,1=欢聚一堂
hjyw,1=荒郊野外
hjyy,1=行家一出手，就知有没有
hkba,1=惶恐不安
hkbf,1=户口本
hkbu,1=户口簿
hkby,1=虎口拔牙
hkdi,1=会哭的孩子有奶吃
hkhl,1=花开花落
hkju,1=航空局
hklv,1=花开两朵，各表一枝
hkmj,1=航空母舰
hkng,1=很可能
hknu,1=很可能是
hkpy,1=海阔凭鱼跃
hktk,1=海阔天空
hktu,1=虎口逃生
hkul,1=海枯石烂
hkwn,1=昏聩无能
hkxe,1=黄口小儿
hkyu,1=虎口余生
hlbe,1=呼伦贝尔
hlbj,1=忽略不计
hlbo,1=胡萝卜
hlbq,1=很了不起
hlbu,1=旱涝保收
hlbw,1=何乐不为
hldg,1=红绿灯
hlew,1=何乐而不为
hlgo,1=火龙果
hlgy,1=互利共赢
hlhq,1=换来换去
hlhr,1=忽冷忽热
hlht,1=糊里糊涂
hlhw,1=话里话外
hlit,1=好了疮疤忘了痛
hljk,1=狐狸精
hljl,1=黑龙江
hljq,1=鹤立鸡群
hlju,1=后来居上
hllj,1=获利了结
hllq,1=灰溜溜
hlmg,1=红楼梦
hlmm,1=黄粱美梦
hlpo,1=黄脸婆
hlpq,1=虎落平阳被犬欺
hlpy,1=虎落平阳
hlsu,1=活力四射
hltl,1=后浪推前浪
hltz,1=囫囵吞枣
hlut,1=好了伤疤忘了疼
hluv,1=花露水
hluw,1=寒来暑往
hlvu,1=虎狼之师
hlwh,1=互联网
hlwv,1=化零为整
hlyh,1=话里有话
hlym,1=黄粱一梦
hlyv,1=坏了一锅粥
hlzz,1=回炉再造
hmbc,1=好马不吃回头草
hmce,1=花名册
hmdj,1=黑名单
hmgl,1=汗马功劳
hmgx,1=哈密瓜
hmha,1=忽明忽暗
hmjl,1=荒谬绝伦
hmlv,1=横眉冷对千夫指
hmnm,1=横眉怒目
hmpa,1=好马配好鞍
hmql,1=回马枪
hmru,1=讳莫如深
hmsh,1=侯门似海
hmsu,1=红霉素
hmsv,1=火冒三丈
hmuy,1=横眉竖眼
hmwl,1=横蛮无理
hmxm,1=很明显
hmyj,1=鸿门宴
hmyt,1=黄毛丫头
hmyx,1=回眸一笑
hnbi,1=海纳百川
hncj,1=海内存知己
hndc,1=海南岛
hnfq,1=患难夫妻
hnhy,1=何年何月
hnid,1=汗牛充栋
hnjq,1=患难见真情
hnjx,1=回娘家
hnli,1=很努力
hnlj,1=很难理解
hnln,1=红男绿女
hnmy,1=猴年马月
hntu,1=混凝土
hnug,1=河南省
hnux,1=华南师范大学
hnvj,1=患难之交
hnvy,1=还能这样
hnwd,1=海内外
hnxx,1=很难想象
hnyg,1=患难与共
hnzu,1=哈尼族
hnzy,1=还能怎样
hpge,1=和平鸽
hpgi,1=和平共处
hpgy,1=狐朋狗友
hpgz,1=和平共处五项原则
hphy,1=呼朋唤友
hpjl,1=黄浦江
hpju,1=黄袍加身
hpjv,1=鸿篇巨制
hpjx,1=黄埔军校
hpll,1=很漂亮
hpmm,1=海平面
hppu,1=红扑扑
hpti,1=和盘托出
hpyb,1=呼朋引伴
hpyz,1=好朋友
hqbr,1=寒气逼人
hqdo,1=何其多
hqdy,1=何其毒也
hqgk,1=很奇怪
hqgq,1=皇亲国戚
hqhc,1=何去何从
hqhl,1=合情合理
hqhm,1=好奇害死猫
hqic,1=浩气长存
hqiu,1=很清楚
hqjx,1=划清界限
hqle,1=回去了
hqlw,1=红墙绿瓦
hqmm,1=含情脉脉
hqmr,1=魂牵梦绕
hqmu,1=花钱买罪受
hqmy,1=魂牵梦萦
hqqi,1=黑漆漆
hqqu,1=黑黢黢
hqub,1=横七竖八
hqud,1=荷枪实弹
hqvm,1=害群之马
hqvv,1=豪情壮志
hqvx,1=后起之秀
hqwv,1=豪情万丈
hqxb,1=好奇心
hqxq,1=祸起萧墙
hqxr,1=寒气袭人
hqxt,1=花拳绣腿
hqyh,1=花旗银行
hqyv,1=虎躯一震
hqyx,1=花前月下
hqzh,1=黄雀在后
hrbj,1=诲人不倦
hrbm,1=好人不长命
hrbq,1=害人不浅
hrbs,1=活人不能让尿憋死
hrbv,1=浑然不知
hrdw,1=恍然大悟
hrgs,1=恨入骨髓
hrgt,1=豁然贯通
hrhj,1=害人害己
hrkl,1=豁然开朗
hrru,1=恍然若失
hrti,1=浑然天成
hrtw,1=骇人听闻
hrvq,1=浩然之气
hrvw,1=害人之心不可有，防人之心不可无
hrvy,1=害人之心不可有
hrwv,1=浑然无知
hrym,1=花容月貌
hryq,1=虎入羊群
hryt,1=浑然一体
hryx,1=焕然一新
hsbh,1=好死不如赖活
hsgn,1=黑塞哥维那
hske,1=哈萨克
hskt,1=哈萨克斯坦
hslx,1=胡思乱想
hsnd,1=晦涩难懂
hsqj,1=横扫千军
hsux,1=活色生香
hsvt,1=好色之徒
hszr,1=挥洒自如
htbg,1=恨铁不成钢
htby,1=横挑鼻子竖挑眼
htcc,1=回头草
htdk,1=嚎啕大哭
htdv,1=宏图大志
htdx,1=哄堂大笑
htfu,1=回天乏术
htgy,1=黄土高原
hthd,1=昏天黑地
hthn,1=虎头虎脑
htht,1=皇天后土
hthz,1=皇太后
htih,1=火腿肠
htjc,1=花团锦簇
htjd,1=花天酒地
htjm,1=回头见
htjx,1=回趟家
htke,1=回头客
htkj,1=憨态可掬
htlu,1=滑铁卢
htlv,1=回头率
htqd,1=呼天抢地
httl,1=灰头土脸
htts,1=红彤彤
htua,1=回头是岸
htuh,1=火头上
htuw,1=虎头蛇尾
htvl,1=回天之力
htwj,1=红头文件
htxd,1=欢天喜地
htxj,1=滑天下之大稽
htyu,1=糊涂一时
htyw,1=互通有无
htzi,1=皇太子
htzu,1=回头再说
hubc,1=还是不错
hubd,1=胡说八道
hubl,1=海水不可斗量
hudd,1=虎视眈眈
hudy,1=华盛顿
huhd,1=何时何地
huhl,1=火烧火燎
huhq,1=好声好气
huhs,1=绘声绘色
huhy,1=绘声绘影
huiu,1=好事成双
hujy,1=火上浇油
hulc,1=和事佬
hulv,1=换手率
humj,1=毁尸灭迹
humm,1=火烧眉毛
humy,1=混水摸鱼
hupv,1=横竖撇点折
huqi,1=回收期
huqj,1=皓首穷经
hurl,1=鼾声如雷
hutz,1=画蛇添足
huud,1=浑身是胆
huul,1=海市蜃楼
huum,1=海誓山盟
huux,1=浑身上下
huvj,1=横生枝节
huvl,1=还手之力
huvt,1=好事之徒
huvu,1=后事之师
huwu,1=回首往事
huxy,1=欢声笑语
huyl,1=荒山野岭
huyr,1=很少有人
huzv,1=活受罪
hvbj,1=悔之不及
hvbl,1=横征暴敛
hvbq,1=挥之不去
hvgj,1=和衷共济
hvhj,1=后知后觉
hvjl,1=呼之即来
hvjq,1=挥之即去
hvli,1=花枝乱颤
hvpb,1=化妆品
hvql,1=火中取栗
hvrg,1=恨之入骨
hvvv,1=花枝招展
hvvx,1=会展中心
hvwl,1=化整为零
hvyx,1=好整以暇
hvzi,1=汗珠子
hwbl,1=毫无保留
hwev,1=毫无二致
hwgj,1=毫无顾忌
hwgx,1=毫无关系
hwjn,1=好望角
hwln,1=好无聊
hwlv,1=后无来者
hwly,1=毫无理由
hwna,1=哈瓦那
hwru,1=好为人师
hwry,1=荒无人烟
hwsk,1=换位思考
hwvm,1=化外之民
hwwq,1=回味无穷
hwwy,1=化为乌有
hwyb,1=画外音
hwyg,1=互为因果
hwyi,1=毫无用处
hwyt,1=混为一谈
hwyw,1=毫无疑问
hwyy,1=毫无意义
hxba,1=还行吧
hxbf,1=喝西北风
hxdb,1=韩信点兵
hxdf,1=好心当成驴肝肺
hxel,1=呼啸而来
hxfy,1=化学反应
hxgw,1=欢欣鼓舞
hxhb,1=混淆黑白
hxhy,1=活血化瘀
hxil,1=候选窗
hxiq,1=红杏出墙
hxjq,1=含笑九泉
hxlb,1=花心萝卜
hxlt,1=虎穴龙潭
hxmb,1=好心没好报
hxny,1=花香鸟语
hxpr,1=含血喷人
hxql,1=回想起来
hxrk,1=含辛茹苦
hxsq,1=灰心丧气
hxtw,1=互相推诿
hxtx,1=横行天下
hxut,1=混淆视听
hxvf,1=回形针
hxvy,1=回心转意
hxwy,1=化险为夷
hxxh,1=好行小惠
hxyc,1=互相依存
hxyq,1=沆瀣一气
hxyx,1=会心一笑
hxzi,1=黑匣子
hxzl,1=河西走廊
hxzt,1=好戏在后头
hybj,1=很一般
hybm,1=红颜薄命
hybq,1=怀冤抱屈
hybu,1=还有不少
hybv,1=很有帮助
hyby,1=很有必要
hycb,1=毁誉参半
hyde,1=好样的
hydh,1=好勇斗狠
hydl,1=很有道理
hyew,1=和衣而卧
hyfq,1=获益匪浅
hyfw,1=会议费
hyfx,1=花样翻新
hyhj,1=忽远忽近
hyhu,1=红颜祸水
hyjd,1=何以见得
hyjh,1=含英咀华
hyjj,1=火眼金睛
hyjq,1=喊冤叫屈
hykn,1=很有可能
hylu,1=回忆录
hyly,1=胡言乱语
hynh,1=花样年华
hyns,1=含饴弄孙
hypy,1=汉语拼音
hyqh,1=后院起火
hyqr,1=黑眼圈
hyqy,1=花言巧语
hyvg,1=后遗症
hyvy,1=豪言壮语
hywi,1=厚颜无耻
hywl,1=话音未落
hywq,1=花冤枉钱
hyxq,1=好言相劝
hyyd,1=毁于一旦
hyyy,1=很有意义
hyzi,1=旱鸭子
hzdz,1=何足道哉
hzey,1=涸泽而渔
hzfw,1=胡作非为
hzgi,1=何足挂齿
hzhb,1=合作伙伴
hzhu,1=洪泽湖
hziw,1=猴子称大王
hzlh,1=合纵连横
hzqy,1=合资企业
hzvy,1=何罪之有
hzwq,1=何足为奇
hzwv,1=好自为之
hzyu,1=活字印刷
iald,1=尘埃落定
ibal,1=除暴安良
ibbn,1=吃不饱穿不暖
ibdl,1=差不多了
ibdo,1=差不多
ibds,1=吃不到葡萄说葡萄酸
ibdu,1=成败得失
ibgk,1=丑八怪
ibgq,1=喘不过气
ibgr,1=吃不惯
ibhz,1=吃饱喝足
ibii,1=吃不吃
ibkd,1=吃不开
ibkw,1=臭不可闻
ibld,1=吃饱了撑的
ible,1=吃饱了
iblh,1=成不了气候
ibll,1=储备粮
iblt,1=秤不离砣
iblv,1=吃饱了撑着
iblz,1=吃不了兜着走
ibmg,1=吃闭门羹
ibtd,1=差不太多
ibue,1=出版社
ibuj,1=长白山
ibuq,1=成百上千
ibuv,1=赤膊上阵
ibxn,1=吃不消
ibxq,1=吃不下去
ibxx,1=吃不下
ibzj,1=成败在此一举
icjh,1=趁此机会
icjy,1=重操旧业
icld,1=陈词滥调
icvw,1=除此之外
icxc,1=出此下策
icyc,1=吃错药
icyl,1=吃错药了
icyw,1=长此以往
idbx,1=拆东补西
idci,1=尺短寸长
iddm,1=沉甸甸
iddu,1=抽刀断水
idfv,1=重蹈覆辙
idji,1=船到江心补漏迟
idjx,1=唱独角戏
idjy,1=赤道几内亚
idqi,1=充电器
idqq,1=拆东墙，补西墙
idqv,1=船到桥头自然直
idqy,1=超短裙
idtv,1=吹得天花乱坠
idtx,1=唱对台戏
idul,1=车到山前必有路
iduy,1=传道授业
idvq,1=沉得住气
idvx,1=赤胆忠心
idzt,1=迟到早退
iebw,1=充耳不闻
iefe,1=出尔反尔
iewj,1=除恶务尽
ieyu,1=惩恶扬善
ifdn,1=唱反调
ifdy,1=春风得意
ifhe,1=超负荷
ifiu,1=春风吹又生
ifjw,1=除非己莫为
iflb,1=车匪路霸
ifle,1=吃饭了
ifny,1=嘲风弄月
ifpl,1=乘风破浪
ifpu,1=长风破浪会有时
ifql,1=吃饭去了
iftz,1=出风头
ifum,1=充分说明
ifxk,1=长方形
ifyd,1=春风一度
igdg,1=称孤道寡
igdk,1=长歌当哭
iglv,1=成功率
iglx,1=陈规陋习
igmj,1=吃干抹净
igmm,1=春光明媚
igvv,1=常规战争
igyh,1=重归于好
igzm,1=陈谷子烂芝麻
ihdj,1=趁火打劫
ihhj,1=楚河汉界
ihib,1=唇红齿白
ihik,1=诚惶诚恐
ihlm,1=春花烂漫
ihlp,1=蠢话连篇
ihlq,2=春寒料峭
ihls,1=吃喝拉撒
ihpd,1=吃喝嫖赌
ihrw,1=车毁人亡
ihtn,1=冲昏头脑
ihtt,1=成何体统
ihut,1=丑话说在前头
ihvl,1=吹灰之力
ihvp,1=窗户纸一点就破
ihwl,1=吃喝玩乐
ihxx,1=超乎想象
ihyl,1=出乎意料
ihzy,1=吹胡子瞪眼
iibj,1=愁肠百结
iibq,1=踌躇不前
iidr,1=楚楚动人
iihh,1=吃吃喝喝
iihz,1=赤橙黄绿青蓝紫
iijh,1=重出江湖
iiji,1=驰骋疆场
iijj,1=长长久久
iikl,1=楚楚可怜
iiml,1=初出茅庐
iimm,1=缠缠绵绵
iimv,1=踌躇满志
iinf,1=插翅难飞
iing,1=称臣纳贡
iinn,1=吵吵闹闹
iint,1=插翅难逃
iipb,1=处处碰壁
iirr,1=吵吵嚷嚷
iivb,1=唇齿之邦
iivx,1=吃穿住行
iiww,1=颤颤巍巍
iixm,1=尝尝鲜
iixy,1=唇齿相依
iiyd,1=蠢蠢欲动
iiyy,1=绰绰有余
ijbc,1=传家宝
ijbq,1=出简不出全
ijdg,1=超级大国
ijdy,1=穿金戴银
ijgj,1=成就感
ijgm,1=初具规模
ijhh,1=楚界汉河
ijhl,1=长江后浪推前浪
ijix,1=初见成效
ijkl,1=春节快乐
ijkt,1=吃尽苦头
ijlu,1=长颈鹿
ijlv,1=掣襟露肘
ijly,1=成家立业
ijpl,1=船坚炮利
ijrx,1=出将入相
ijsh,1=成吉思汗
ijtr,1=重见天日
ijtu,1=创巨痛深
ijtz,1=长镜头
ijuq,1=触景生情
ijvj,1=长久之计
ijyx,1=除旧迎新
ikbj,1=触控板
ikdh,1=插科打诨
ikei,1=冲口而出
ikiv,1=出口成章
ikjm,1=吹糠见米
iknl,1=吃苦耐劳
ikqi,1=喘口气
iktp,1=创可贴
ikur,1=出口伤人
ikxf,1=敞开心扉
ikzq,1=吃亏在眼前
ilbc,1=出类拔萃
ilbd,1=吃了豹子胆
ilbh,1=吃力不讨好
ilbu,1=吃粮不管事
ilbx,1=川流不息
ildd,1=豺狼当道
ildk,1=吃了大亏
ildv,1=重峦叠嶂
ilfm,1=初露锋芒
ilfn,1=出离愤怒
ilfw,1=差旅费
ilhb,1=豺狼虎豹
ilia,1=查了查
ilih,1=尝了尝
ilkx,1=乘龙快婿
illo,1=赤裸裸
ilmd,1=出了名的
ilpb,1=处理品
ilpt,1=触类旁通
ilpw,1=吃里扒外
ilqi,1=处理器
ilqj,1=春兰秋菊
ilqz,1=吃了枪子
ilti,1=吹拉弹唱
iltv,1=垂帘听政
ilvd,1=初来乍到
ilvj,1=车轮战
ilyj,1=吵了一架
imbs,1=长命百岁
imbv,1=愁眉不展
imby,1=沉默不语
imfc,1=缠绵悱恻
imgy,1=沉默寡言
imhc,1=出谋划策
imjj,1=窗明几净
imjs,1=沉湎酒色
imju,1=瞠目结舌
imjx,1=触目惊心
imkl,1=愁眉苦脸
imld,1=车马劳顿
immk,1=重命名
impk,1=触摸屏
imqc,1=吹毛求疵
imuh,1=城门失火
imui,1=触摸式
imuj,1=沉默是金
imve,1=充满着
imvn,1=迟暮之年
imvv,1=臭名昭著
imvw,1=驰名中外
imwh,1=春梦无痕
imwi,1=出没无常
imwl,1=魑魅魍魉
imyi,1=柴米油盐酱醋茶
imyu,1=沉迷于
imyy,1=柴米油盐
imzw,1=出门在外
indj,1=吃奶的劲
inhk,1=春暖花开
inju,1=陈年旧事
injv,1=陈年旧账
inle,1=吃腻了
inli,1=超能力
inlj,1=陈年老酒
inly,1=长年累月
inpi,1=吹牛皮
inrf,1=成年人
invj,1=刹那之间
inyn,1=痴男怨女
inzo,1=处女座
ipdl,1=长篇大论
ipdv,1=IP地址
ipld,1=长篇累牍
ipxu,1=长篇小说
iqbb,1=乘其不备
iqbf,1=春秋笔法
iqbh,1=惩前毖后
iqby,1=出其不意
iqdn,1=重启电脑
iqfr,1=锄强扶弱
iqil,1=潮起潮落
iqit,1=臭气冲天
iqjd,1=成群结队
iqld,1=陈腔滥调
iqle,1=出去了
iqll,1=充其量
iqlz,1=重起炉灶
iqqh,1=承前启后
iqql,1=春去秋来
iqry,1=差强人意
iqts,1=出气筒
iqui,1=重庆市
iquj,1=唇枪舌剑
iquw,1=成千上万
iqvg,1=春秋战国
iqvr,1=长驱直入
iqvu,1=出奇制胜
iqwy,1=除却巫山不是云
iqyl,1=长期以来
irbj,1=宠辱不惊
irbk,1=传染病
irbt,1=吃人不吐骨头
irby,1=吃软不吃硬
irbz,1=成人不自在
irdt,1=趁热打铁
irjd,1=吃人家的嘴短
irjg,1=吃人家饭，受人家管
irlg,1=常任理事国
irtd,1=出人头地
irum,1=痴人说梦
irvm,1=成人之美
irvw,1=乘人之危
irww,1=超然物外
irxh,1=仇人相见，分外眼红
iryl,1=出人意料
isbj,1=抽丝剥茧
iscs,1=差三错四
isdd,1=撑死胆大的
islj,1=沉思良久
issi,1=楚虽三户，亡秦必楚
isvv,1=垂死挣扎
isyy,1=畅所欲言
itbi,1=丑态百出
itbl,1=丑态毕露
itbt,1=长痛不如短痛
itbu,1=长途跋涉
itdp,1=吹弹得破
itfy,1=尘土飞扬
itgn,1=传统观念
itgv,1=床头柜
itiw,1=彻头彻尾
itkp,1=吹弹可破
itmd,1=传统美德
itnn,1=出头鸟
itsq,1=垂头丧气
ittg,1=赤条条来去无牵挂
ittn,1=赤条条
ituh,1=传统社会
itvg,1=呈堂证供
itvr,1=出头之日
itwh,1=传统文化
itwz,1=畅通无阻
ityl,1=差太远了
ityq,1=串通一气
ityr,1=差太远
ityu,1=长叹一声
iubf,1=出手不凡
iubl,1=长生不老
iuby,1=成事不足，败事有余
iubz,1=成事不足
iudx,1=城市大学
iufr,1=出水芙蓉
iuhx,1=初始化
iujj,1=常胜将军
iujl,1=崇山峻岭
iukj,1=触手可及
iukk,1=诚实可靠
iukq,1=赤手空拳
iult,1=赤身裸体
iuml,1=车水马龙
iund,1=初生牛犊
iunh,1=初生牛犊不怕虎
iuqx,1=承上启下
iurd,1=出双入对
iurh,1=出神入化
iurs,1=出生入死
iuux,1=诚实守信
iuxv,1=春生夏长
iuzt,1=成事在天
ivbi,1=成正比
ivdj,1=沉重代价
ivfy,1=叱咤风云
ivhl,1=差之毫厘
ivja,1=长治久安
ivjt,1=唱主角
ivmg,1=晨钟暮鼓
ivmz,1=陈芝麻烂谷子
ivnd,1=纯真年代
ivnf,1=吃斋念佛
ivqg,1=重整旗鼓
ivqr,1=传之其人
ivtr,1=处之泰然
ivvw,1=池中之物
ivwh,1=成者王侯
ivwk,1=成者王侯败者寇
ivwl,1=吃着碗里，望着锅里
ivyb,1=嗤之以鼻
ivyg,1=朝中有人好做官
ivyh,1=持之以恒
ivyi,1=出主意
ivyx,1=穿针引线
ivzx,1=成竹在胸
iwbk,1=成王败寇
iwcr,1=查无此人
iwfj,1=吃完饭
iwib,1=称王称霸
iwih,1=唇亡齿寒
iwjh,1=传为佳话
iwjm,1=重温旧梦
iwkn,1=成为可能
iwle,1=吃完了
iwti,1=出问题
iwuj,1=查无实据
iwxl,1=储物箱
iwxt,1=臭味相投
ixdd,1=称兄道弟
ixdt,1=长吁短叹
ixdz,1=捶胸顿足
ixel,1=乘兴而来
ixer,1=乘虚而入
ixfj,1=吃闲饭
ixfp,1=丑媳妇总得见公婆
ixhl,1=吃香喝辣
ixht,1=船小好调头
ixhx,1=程序化
ixiy,1=诚心诚意
ixjb,1=城乡结合部
ixjl,1=处心积虑
ixle,1=出现了
ixqd,1=春夏秋冬
ixqh,1=承先启后
ixry,1=称心如意
ixsi,1=垂涎三尺
ixso,1=储蓄所
ixsu,1=长相厮守
ixui,1=超现实
ixuu,1=畅销书
ixuw,1=长袖善舞
ixve,1=初学者
ixvf,1=抽薪止沸
ixvj,1=喘息之间
ixvm,1=城下之盟
ixwd,1=喘息未定
ixwx,1=痴心妄想
ixwz,1=畅行无阻
ixxk,1=持续性
ixxp,1=穿小鞋
ixyd,1=垂涎欲滴
ixyj,1=垂涎已久
ixyk,1=春宵一刻
ixzd,1=趁现在
ixzu,1=朝鲜族
iyar,1=春意盎然
iybj,1=迟疑不决
iybk,1=吃哑巴亏
iybx,1=出言不逊
iycw,1=愁云惨雾
iydb,1=穿衣打扮
iydm,1=差一点
iydz,1=绰约多姿
iyfh,1=茶余饭后
iyih,1=尝一尝
iyit,1=彻夜长谈
iyjh,1=茶余酒后
iyle,1=扯远了
iylu,1=春意阑珊
iyly,1=沉鱼落雁
iymb,1=沉冤莫白
iymw,1=崇洋媚外
iynm,1=彻夜难眠
iyqv,1=吃一堑，长一智
iyry,1=春雨如油
iysi,1=尺有所短，寸有所长
iysu,1=超音速
iytz,1=穿一条裤子
iywm,1=彻夜未眠
iywv,1=出言无状
iyxh,1=成也萧何，败也萧何
iyyh,1=初一一回十五一回
iyyj,1=抽油烟机
iyzi,1=常用字
izdl,1=车载斗量
izdu,1=迟早的事
izhz,1=常在河边走
izie,1=出租车
izjd,1=传宗接代
izxk,1=创造性
izyu,1=沉醉于
jabx,1=桀骜不驯
jaqm,1=举案齐眉
jasw,1=居安思危
jaub,1=节哀顺变
jazd,1=骄傲自大
jazm,1=骄傲自满
jbbb,1=骄兵必败
jbbw,1=津巴布韦
jbdc,1=见不到
jbde,1=见不得
jbdg,1=见不得光
jbfu,1=绝不放手
jbfw,1=加班费
jbgx,1=绝不姑息
jbhh,1=金碧辉煌
jbiy,1=久病成医
jbjd,1=加班加点
jbjv,1=精兵简政
jbkc,1=坚不可摧
jbkd,1=急不可待
jbkn,1=急不可耐
jbnv,1=剑拔弩张
jbpi,1=捷报频传
jbqj,1=精兵强将
jbqy,1=坚壁清野
jbrf,1=健步如飞
jbrr,1=技不如人
jbrx,1=今不如昔
jbti,1=吉布提
jbtj,1=基本条件
jbtu,1=金榜题名时
jbuh,1=脊背生寒
jbwx,1=洁白无瑕
jbwz,1=久病无孝子
jbxf,1=箭不虚发
jbzu,1=饥不择食
jcba,1=局促不安
jccj,1=金灿灿
jccs,1=急匆匆
jcey,1=仅此而已
jcfi,1=精彩纷呈
jcjc,1=将错就错
jcjl,1=精彩绝伦
jcjy,1=惊才绝艳
jcle,1=记错了
jclj,1=就此了结
jcqy,1=见财起意
jcsf,1=几次三番
jcwg,1=家财万贯
jcxh,1=结草衔环
jcyu,1=仅次于
jdbf,1=绝大部分
jdbh,1=绝对不会
jdbl,1=旧的不去，新的不来
jdbx,1=绝对不行
jdby,1=坚定不移
jdcm,1=绝顶聪明
jddi,1=娇滴滴
jddl,1=叫地地不灵
jddu,1=绝大多数
jdeq,1=崛地而起
jdfg,1=假道伐虢
jdfh,1=绝代风华
jdfl,1=江东父老
jdhe,1=机顶盒
jdhx,1=皆大欢喜
jdhy,1=夹道欢迎
jdie,1=机动车
jdil,1=机动车辆
jdiv,1=集大成者
jdiy,1=旧地重游
jdjj,1=亟待解决
jdjn,1=基督教
jdjr,1=绝代佳人
jdld,1=加大力度
jdle,1=几点了
jdlh,1=机动灵活
jdlt,1=鸡蛋里挑骨头
jdly,1=既得利益
jdmd,1=加德满都
jdml,1=简单明了
jdpt,1=鸡蛋碰石头
jdqc,1=就地取材
jdqi,1=经得起
jdrx,1=激动人心
jdub,1=剪刀石头布
jdug,1=见多识广
jdur,1=借刀杀人
jdvf,1=就地正法
jdvl,1=家道中落
jdvw,1=井底之蛙
jdwm,1=借贷无门
jdwx,1=近代文学
jdxk,1=精雕细刻
jdxs,1=精打细算
jdxu,1=积德行善
jdxv,1=精雕细琢
jdyd,1=家大业大
jdyf,1=教导有方
jdys,1=结党营私
jdyu,1=就等于
jege,1=今儿个
jeij,1=剪恶除奸
jejs,1=吉尔吉斯
jejt,1=吉尔吉斯斯坦
jejv,1=久而久之
jels,1=接二连三
jeri,1=嫉恶如仇
jeyv,1=简而言之
jfdd,1=鸡飞蛋打
jfgt,1=鸡飞狗跳
jfiv,1=见缝插针
jfjp,1=劫富济贫
jfjy,1=见风就是雨
jfjz,1=见缝就钻
jfle,1=解放了
jfpm,1=警匪片
jfqm,1=解放前
jfsu,1=金风送爽
jfud,1=见风使舵
jfum,1=久负盛名
jfuv,1=紧肤水
jfvc,1=疾风知劲草
jfvj,1=酒逢知己
jfvq,1=肌肤之亲
jfvs,1=几分钟
jfvu,1=酒逢知己千杯少
jfxb,1=今非昔比
jfxi,1=接风洗尘
jfxn,1=见分晓
jfyf,1=奸夫淫妇
jfyl,1=金风玉露
jfyu,1=绝非易事
jgbg,1=见怪不怪
jgbh,1=金箍棒
jgbx,1=居高不下
jgck,1=仅供参考
jgeq,1=揭竿而起
jgfj,1=借古讽今
jgge,1=九宫格
jghy,1=急公好义
jgjc,1=鞠躬尽瘁
jgjj,1=加官晋爵
jgjk,1=金刚经
jgjl,1=急功近利
jgjs,1=假公济私
jgjy,1=鞠躬尽瘁，死而后已。
jgle,1=见惯了
jglx,1=居高临下
jgly,1=建功立业
jglz,1=举个例子
jgmj,1=击鼓鸣金
jgne,1=结果呢
jgqb,1=静观其变
jgqg,1=今古奇观
jgql,1=机关枪
jgqm,1=金鼓齐鸣
jgrf,1=几个人
jgrk,1=举国若狂
jgsg,1=嫁狗随狗
jgsi,1=见光死
jgsj,1=机关算尽
jgsx,1=酒过三巡
jgtm,1=金戈铁马
jguh,1=见鬼说鬼话
jguj,1=几个世纪
jgux,1=举国上下
jguz,1=将功赎罪
jgvc,1=经国之才
jgvn,1=惊弓之鸟
jgvs,1=几个钟
jgvt,1=几个钟头
jgvw,1=居功至伟
jgvz,1=将功折罪
jgwf,1=甲骨文
jgxk,1=结构性
jgxm,1=巾帼须眉
jgxu,1=几个小时
jgxz,1=精耕细作
jgyj,1=节骨眼
jgyq,1=降格以求
jgyt,1=几个月
jgza,1=居功自傲
jgzi,1=几个字
jhdx,1=浸会大学
jher,1=酒酣耳热
jhes,1=尽欢而散
jhfl,1=久旱逢甘霖
jhgf,1=脚后跟
jhhh,1=江河湖海
jhie,1=救护车
jhji,1=交换机
jhjj,1=江湖救急
jhjp,1=饥寒交迫
jhju,1=见好就收
jhjy,1=静候佳音
jhlx,1=酒后乱性
jhma,1=激活码
jhmk,1=计划没有变化快
